lat,long,wifi_count,Is_Bus_stop
23.496364688666677,87.31369305866664,0,1
23.50025376384616,87.30577714384614,2,1
23.533170979,87.30644226700001,0,1
23.53678678631579,87.30156487263159,3,1
23.535022245625004,87.29771108362499,7,1
23.539205377058835,87.29319325117643,38,1
23.55005923090909,87.28506646181818,1,1
23.55395310363637,87.28642095363638,0,1
23.559325005,87.28458033583333,1,1
23.500304917407412,87.30586929592594,1,1
23.53686597909091,87.30157630318182,4,1
23.53507936868421,87.29771116894737,4,1
23.539085672954545,87.29318011909088,44,1
23.544409395,87.28280159124998,0,1
23.547039913636365,87.28257085181818,2,1
23.550117362857147,87.28497421357143,0,1
23.55121926923077,87.28589608230769,0,1
23.554024270952386,87.28626028047621,2,1
23.496470914285712,87.31357813892859,0,1
23.50030663,87.30590870000002,0,1
23.53338031875,87.30645743375,0,1
23.536974205,87.3016291,4,1
23.539190779000002,87.293145542,10,1
23.544478215384625,87.2828531223077,0,1
23.547032079411764,87.28260524882353,2,1
23.54818660620689,87.28357422103451,2,1
23.5501216255,87.2850917775,1,1
23.55922467538461,87.28459182307691,3,1
23.49623405413044,87.31397147456524,1,1
23.504193455,87.308050295,0,1
23.536912067142854,87.30145138142856,3,1
23.53893278125,87.2947268275,3,1
23.544521106999998,87.28284879799999,3,1
23.54707998807693,87.28269234307692,3,1
23.551320141428572,87.28605439142858,6,1
23.500347386666665,87.3059326572222,0,1
23.53687736,87.30148497333332,1,1
23.542101258333336,87.28987012416668,3,1
23.543988003333336,87.28796629555555,0,1
23.55402880625001,87.28633828625,2,1
23.496451062105265,87.31361899947369,3,1
23.500231719000002,87.3059980258,4,1
23.536874407142854,87.30141716571428,0,1
23.53915705242424,87.29317676242422,39,1
23.542095095882352,87.28981085058821,4,1
23.544567875999995,87.28279217849999,5,1
23.550100878571428,87.28507213285715,1,1
23.55125017125,87.28597406374998,3,1
23.50021031321429,87.30586070142859,2,1
23.535147031428572,87.29762364114285,3,1
23.542063879375,87.28976768687497,0,1
23.54403865833333,87.28806154333333,0,1
23.54448185833333,87.28282383833334,2,1
23.54999029894737,87.28494744368427,0,1
23.50031605209303,87.30584811186044,0,1
23.533309639166664,87.30646042500004,0,1
23.537001160312496,87.30145085312502,5,1
23.53917202,87.29311271384616,8,1
23.542162685454546,87.28987256545456,1,1
23.54417265062501,87.288051843125,2,1
23.54457247333333,87.28270201458332,3,1
23.546950798,87.2825540154286,2,1
23.547822987777767,87.28331001555556,0,1
23.550046617857138,87.28506411285713,2,1
23.551180606666673,87.28595257958334,1,1
23.55407241333333,87.28630275333332,0,1
23.49620700142857,87.31398941714285,3,1
23.50420571166667,87.308116145,0,1
23.536877256,87.30151321700001,3,1
23.53509592102389,87.29766107255976,12,1
23.539209583,87.29310553133335,21,1
23.541996539473683,87.28978742421052,3,1
23.54450383375,87.28284673,0,1
23.546926263333336,87.282564975,1,1
23.55005319818182,87.28503294363634,3,1
23.55124277384616,87.28597233846153,2,1
23.554041936428572,87.28630038214287,0,1
23.49635939523809,87.31374722619047,2,1
23.50040708545455,87.30592454863638,0,1
23.53691284444445,87.30154408333334,5,1
23.53511790692913,87.29771320999998,7,1
23.53915946368421,87.2931489736842,29,1
23.542019936470588,87.28981610529414,9,1
23.54406086878788,87.2880384130303,0,1
23.54450609470589,87.28274665235294,3,1
23.55014654352941,87.28507317235294,5,1
23.551300016399995,87.28601154360001,2,1
23.50048532000001,87.30592006,0,1
23.511853306666666,87.31058033666666,1,1
23.533453921000003,87.30640414,2,1
23.53923783727272,87.29317389545454,25,1
23.54457636333333,87.28278462166666,2,1
23.54704869125,87.28263523875,3,1
23.54790934875,87.28331080958333,0,1
23.554044577692316,87.28633060846155,0,1
23.55572004363637,87.28559674227272,2,1
23.49648801833333,87.31355229500002,0,1
23.500359287435888,87.3059338128205,3,1
23.50445328,87.30819190000004,0,1
23.511925948000002,87.31060537399998,1,1
23.53691113818182,87.30146831454546,1,1
23.539169287692307,87.29317483692309,10,1
23.544534447142862,87.2827543338095,2,1
23.550068277777786,87.28507805888891,1,1
23.55123732565217,87.28599181000001,3,1
23.554023925714286,87.28634838285713,0,1
23.500302541538463,87.30589452000002,0,1
23.53686751894737,87.30147463736841,1,1
23.53514181298245,87.29764510684211,5,1
23.539259515454546,87.29308377454544,23,1
23.54197356500001,87.28984824979166,4,1
23.547072162666662,87.282682406,2,1
23.550169778125,87.28512155812498,0,1
23.55126704583333,87.28600993250002,1,1
23.554130431111112,87.28628613777776,0,1
23.55915552090909,87.28462232636366,2,1
23.50034769272727,87.30591801999998,0,1
23.511706777692307,87.31057982307692,0,1
23.53681672101695,87.30141805915251,6,1
23.535141476530608,87.2976103369388,7,1
23.539216556333326,87.29307899066667,22,1
23.55020464205882,87.28513463264706,1,1
23.551269082173913,87.2860026047826,3,1
23.496417962,87.31368366000002,0,1
23.50041736,87.30586258,0,1
23.51181707142857,87.31057519,1,1
23.53513324583333,87.29764143135418,10,1
23.539159703958337,87.29319936187498,41,1
23.550260203125,87.28515874531251,3,1
23.55395369888889,87.28633461333334,1,1
23.49467211362904,87.31682450887095,4,1
23.50019198833333,87.30594956916666,1,1
23.511791776,87.31062079200001,0,1
23.53696772,87.30150384,0,1
23.53923136023809,87.29320118309522,44,1
23.542112814318184,87.28985976022726,4,1
23.544276365,87.2881533175,1,1
23.544507329,87.282822844,1,1
23.54705208421053,87.28269764947369,2,1
23.55130465880001,87.28605119160002,4,1
23.554026217857146,87.28634887738096,1,1
23.55939005,87.284538635,0,1
23.49645900666667,87.31360060333333,0,1
23.50023755944445,87.30589213666666,1,1
23.533289805714283,87.30663726428574,1,1
23.53691331333333,87.301530645,0,1
23.5351486754902,87.29761970392154,3,1
23.53913259,87.29319691,0,1
23.542043313578947,87.28978132273683,9,1
23.544528316666664,87.28286419222223,0,1
23.550097395555557,87.28505797222222,2,1
23.551306254117645,87.28594024558822,2,1
23.49636771928571,87.31383091857141,0,1
23.50036179793103,87.30593856206897,1,1
23.53920127272727,87.29313423681818,18,1
23.542137611363625,87.2897889781818,3,1
23.544202895348835,87.28817587813955,0,1
23.544523097142854,87.2827589857143,0,1
23.554022225714284,87.28630131714287,1,1
23.5641504075,87.2833223675,0,1
23.49643593434783,87.31362500565218,0,1
23.50032677636364,87.3059209709091,0,1
23.53685058769231,87.30138979615383,0,1
23.538820094000002,87.294842964,2,1
23.53919798875,87.29313916625,25,1
23.542080033125,87.28978233281252,2,1
23.551271973255812,87.2859826683721,4,1
23.49639537476191,87.3137304857143,1,1
23.500323940232573,87.30591858953487,3,1
23.53680125636364,87.30134660090908,5,1
23.535172147666675,87.29756265200001,4,1
23.54201122400001,87.2897752058,5,1
23.551266640000005,87.28592235500004,0,1
23.55410145347826,87.28631771391304,1,1
23.500292343947372,87.30589216763157,1,1
23.533385185714284,87.30642545285713,0,1
23.536855118181816,87.30139079090908,1,1
23.535132244603965,87.2976138108416,4,1
23.53781436083333,87.29673123583332,1,1
23.53924928352941,87.29311305588234,14,1
23.54202153478261,87.28975147391304,3,1
23.54702329,87.28260455916669,2,1
23.55019028500001,87.28511823916666,1,1
23.55122138428571,87.28601175428572,2,1
23.55406092,87.28630012,0,1
23.50033014190477,87.30592690690477,0,1
23.53505082792035,87.29761625969027,7,1
23.537838181699033,87.29662153485441,9,1
23.54694435090909,87.28262135181818,0,1
23.550107741333342,87.28513338266666,1,1
23.551243686,87.28602094400001,0,1
23.496334708888888,87.31376114888891,0,1
23.50034160066668,87.30587909866667,2,1
23.511807873333336,87.31060310333334,0,1
23.533371766666665,87.30644576888888,2,1
23.536839749555558,87.30155093022222,3,1
23.53512933433333,87.29767364123806,12,1
23.538869113,87.29466729100002,4,1
23.54696128,87.28256906214285,3,1
23.548146571388887,87.283544545,3,1
23.551410901333327,87.28612094466665,7,1
23.5539300525,87.28636036375,0,1
23.55940086923077,87.2845276176923,2,1
23.49463073333333,87.3168623809091,10,1
23.4963450925,87.31382013333332,1,1
23.500203036857144,87.30593014057146,1,1
23.53685267666667,87.30139200833334,1,1
23.535124852857138,87.29767499922075,2,1
23.54212539375,87.28983114125,3,1
23.54450636555556,87.28289420111112,1,1
23.54700505833333,87.28263022944445,3,1
23.55015834,87.28512143454546,1,1
23.551228481538462,87.28598672923077,3,1
23.55401271333333,87.2863251,1,1
23.49648279625,87.31365271125,0,1
23.50028674807692,87.30589527538461,1,1
23.53691679615384,87.30147323692309,0,1
23.5351653278,87.29756494179999,1,1
23.538945307352943,87.29468735823528,6,1
23.53919416,87.29308183052629,10,1
23.54415356,87.28807018500002,0,1
23.550210016190487,87.28517306682541,0,1
23.551208469999995,87.28589651083333,0,1
23.49633754888889,87.31378471555556,1,1
23.500172240243906,87.3058801007317,3,1
23.53325750333333,87.30656645666666,0,1
23.53682388210526,87.3015335931579,0,1
23.53510662883721,87.29784237883719,4,1
23.53789105,87.296494935,0,1
23.539144314,87.29318029039997,40,1
23.544007015294124,87.28799980176474,0,1
23.544487485405398,87.283010167027,8,1
23.54703455,87.28257587111109,0,1
23.55011219541667,87.28505631499998,0,1
23.551207527142854,87.28594835142857,2,1
23.5591491425,87.284628401875,1,1
23.496470974545456,87.3135880509091,1,1
23.50017928116279,87.30594874930233,1,1
23.535113749300688,87.29770760804196,5,1
23.542023734400004,87.28975673320002,1,1
23.544503836,87.28283507600003,1,1
23.547140707083344,87.28271945374998,8,1
23.55013113333333,87.28509537833334,0,1
23.5512036097826,87.28602861326088,2,1
23.496399128,87.31367004100002,0,1
23.50016472157895,87.3058603563158,1,1
23.503028440882353,87.30726925029411,5,1
23.53692337111111,87.30145114222222,3,1
23.53891196,87.29466467,31,1
23.541971396969704,87.28973995030306,1,1
23.54703367590909,87.28261195954546,4,1
23.55122101333333,87.28588314777778,2,1
23.55575181894737,87.28568886894733,0,1
23.500350821842108,87.30594265657894,1,1
23.536882478888888,87.30150876111111,1,1
23.547045134,87.28261260299999,1,1
23.550130054,87.28504137259995,1,1
23.5512362375,87.285967649375,2,1
23.55395656272727,87.28631495727272,0,1
23.50028847454545,87.30588070545456,0,1
23.511737568571423,87.31059712000004,0,1
23.533367250588242,87.30644428588234,0,1
23.547873544615392,87.28331882846155,0,1
23.550139374166665,87.28509451833332,2,1
23.500189916756764,87.30588831675678,1,1
23.51187402,87.31056309499998,0,1
23.544364974375,87.282979125625,3,1
23.550089339499998,87.28507091,1,1
23.55120947434783,87.28598268434784,4,1
23.55913787625,87.28461497750001,2,1
23.496393057142853,87.31373931142859,0,1
23.500262561818186,87.3058704372727,0,1
23.541996271111113,87.28977268444444,3,1
23.55125306666667,87.28597837333332,0,1
23.50020728481481,87.3060024885185,0,1
23.54441833347826,87.28292397782606,7,1
23.5500988775,87.28505723187502,1,1
23.55116818375,87.28587611687499,0,1
23.50032813545455,87.30591955999998,1,1
23.50440617166667,87.30817458999998,2,1
23.53335103333333,87.30647431333334,0,1
23.54205630304348,87.28984189304346,2,1
23.551143915454546,87.28587025818182,2,1
23.496333526875,87.31373676000004,0,1
23.50032797884615,87.30589773846151,0,1
23.51176849818182,87.31058551454547,1,1
23.547046536,87.28266908799999,1,1
23.55003999875,87.28502054249998,1,1
23.551262516153844,87.2859314,4,1
23.500285133125,87.30590421750001,0,1
23.53695110388889,87.30150377666668,3,1
23.54215083687501,87.28987644499998,8,1
23.49645204625,87.313604815,1,1
23.50046276086957,87.3059257204348,1,1
23.51180793,87.31061689,0,1
23.519722776,87.31116196,0,1
23.53336528636364,87.30644222272726,0,1
23.54702464714286,87.28264252500001,3,1
23.500325839156623,87.30588473530123,3,1
23.536970727857145,87.30143352714286,6,1
23.544540877777766,87.28287015666666,2,1
23.550129199999997,87.285061955,0,1
23.551264738,87.285998919,0,1
23.49642085666667,87.313641545,0,1
23.500232570384608,87.30588688230772,0,1
23.544138440999998,87.288090037,1,1
23.546955161290327,87.28249530451612,2,1
23.55113100666667,87.28591224466665,1,1
23.496420911428572,87.31364724642856,0,1
23.50029760025,87.30590177174999,1,1
23.5117789325,87.3105812025,0,1
23.54211060653846,87.28988962346155,1,1
23.546969000000004,87.28262705099999,3,1
23.55008728631579,87.28506175315788,2,1
23.551212258000003,87.28595654799999,2,1
23.500330173000002,87.30589074966672,1,1
23.53331270083333,87.30651275083332,0,1
23.542000127073173,87.28977175829267,5,1
23.55007946111111,87.28496207111112,1,1
23.55374657333333,87.28644297333334,0,1
23.500388233333336,87.30593031666668,0,1
23.54689717,87.28250592384617,1,1
23.550239253076924,87.28516393307693,0,1
23.55113394947368,87.28587025894737,4,1
23.496362754,87.31373718799999,0,1
23.500219507499995,87.30586652250004,1,1
23.54441791,87.28810646,0,1
23.543912715,87.28803029,0,1
23.54692550590909,87.28251743318182,1,1
23.551171543684212,87.28592163842104,2,1
23.50032750958333,87.30587974875,2,1
23.536777524358968,87.30138117564104,7,1
23.54405782360001,87.28811519799999,6,1
23.54703521166667,87.28261501499998,0,1
23.550099687666663,87.28503531133333,0,1
23.55117004,87.28588627,0,1
23.500379515,87.30594078,1,1
23.53324857,87.30652657166668,0,1
23.55115894,87.28589431285714,4,1
23.49622813826087,87.313675165,0,1
23.50022899,87.3058574725,0,1
23.544534598846155,87.28289405769232,5,1
23.496409655999997,87.313602808,0,1
23.50033276645161,87.30596463096771,1,1
23.54700717,87.28263009,0,1
23.54815482666667,87.28356236499998,0,1
23.5500926225,87.28504182625,0,1
23.551216361999998,87.285948084,0,1
23.496374304285712,87.3137317457143,0,1
23.500227776176466,87.30588204,1,1
23.51986544,87.3112124175,0,1
23.54411671461539,87.28807871307693,3,1
23.54445386857143,87.28294068214286,0,1
23.54678325666667,87.28244237833331,0,1
23.549943246153852,87.28495180000002,0,1
23.551148353333332,87.28591063055553,3,1
23.49635062603173,87.31372099492062,1,1
23.50020277592105,87.30589112592104,1,1
23.53328636,87.3065699025,0,1
23.54701083066667,87.28261654399998,1,1
23.5500691625,87.28500774583334,2,1
23.559405732,87.284548648,0,1
23.500249233846148,87.3058856726923,0,1
23.53332031125,87.30653977,1,1
23.54206737,87.28987806,0,1
23.54409496333333,87.28819297261906,9,1
23.55115747357143,87.28589006642858,0,1
23.49479143,87.31691786,0,1
23.496388078571425,87.31368088500004,0,1
23.50027768052632,87.30587815421053,0,1
23.533320797777765,87.30641963666667,3,1
23.544480654285717,87.28288396285713,2,1
23.54813845863637,87.28358868136365,2,1
23.55006636,87.28503539857141,0,1
23.55116987888889,87.28592993777778,0,1
23.559268642,87.284594664,0,1
23.533402214999995,87.30639806200001,1,1
23.53690583062501,87.30143405875,1,1
23.535151457931036,87.29757515862066,1,1
23.53922844352941,87.29314770411763,21,1
23.547072596666666,87.28264017466671,1,1
23.551242000000002,87.28598425999998,1,1
23.555449245,87.28554499100002,0,1
23.554086015,87.28633074666668,0,1
23.552403473888887,87.28705565888887,6,1
23.551176450000003,87.2860644709091,1,1
23.5501076045,87.285186148,1,1
23.548190835,87.28370143500004,3,1
23.53898966702128,87.29466279340424,5,1
23.50361268222222,87.30778108777777,1,1
23.552273388000003,87.28689540200001,3,1
23.55114699636364,87.28598180636368,1,1
23.55006090500001,87.28512984409087,3,1
23.548216604285717,87.28367029914284,1,1
23.53893098961539,87.29469480461539,15,1
23.535735745392863,87.29766637324998,21,1
23.50702366142857,87.30980871499996,0,1
23.50365715875,87.307752885,3,1
23.55551646809524,87.28551223714287,0,1
23.552316876666666,87.28693517666666,1,1
23.55115710230769,87.28596221653842,1,1
23.55007952704545,87.28514932414772,1,1
23.54824094173913,87.28371696608696,1,1
23.539019232068966,87.29452542172415,1,1
23.53569706508389,87.29770212721478,13,1
23.507135295,87.309912725,0,1
23.50361305916667,87.30779414749998,0,1
23.55240176533334,87.28702089333332,2,1
23.54818282149425,87.28365415954022,2,1
23.535709093588626,87.29772407349019,16,1
23.507142593750004,87.3099059,0,1
23.49642767142857,87.31376994857145,2,1
23.555525194,87.28553459466667,0,1
23.5539575075,87.28638187375,0,1
23.552365590588234,87.28694597117645,2,1
23.5500770295,87.28515571099999,3,1
23.548196691999998,87.28367797799999,1,1
23.5390969,87.293401155,19,1
23.51187180318182,87.31059798772726,0,1
23.5036487175,87.3077387525,1,1
23.49636530333333,87.31376276333332,3,1
23.55559148388889,87.28547952166667,0,1
23.55230915,87.28690729,0,1
23.551218381111113,87.28601372888888,4,1
23.550092869047624,87.28513544857141,1,1
23.539012783728808,87.29464218627113,4,1
23.535803109765105,87.29774801983227,5,1
23.50709359,87.30986123,0,1
23.50363093875,87.30771256875,0,1
23.56109376666667,87.28378413,0,1
23.55405828,87.28633511,0,1
23.55119608863637,87.28605858454544,5,1
23.55006910045455,87.28517443545454,0,1
23.548224035625,87.283707091875,0,1
23.53573504233577,87.2977016491241,9,1
23.51936610833333,87.31129838166667,0,1
23.50366354428571,87.30779413,0,1
23.55551279916667,87.28549961208331,1,1
23.553964717777767,87.28638818111109,0,1
23.551136351764704,87.28601139882353,3,1
23.550043847586213,87.28509052586206,1,1
23.548201671428576,87.28372730285713,2,1
23.54445570142857,87.28288900285715,0,1
23.53573772539095,87.29770561329218,21,1
23.503523326,87.307730403,5,1
23.55549209,87.2854777988889,0,1
23.550022846666664,87.28509657666666,3,1
23.54820280857143,87.28365835714285,0,1
23.54448948333333,87.28287257000002,0,1
23.542848781999997,87.28719341700001,0,1
23.535732419519572,87.29773003249115,10,1
23.50365979157895,87.30777555947371,1,1
23.55389357933333,87.2864619193333,0,1
23.5511927655,87.28601629049999,3,1
23.5500445525,87.285149605,2,1
23.54818592703703,87.28365298370373,2,1
23.544537294137932,87.28283551724138,2,1
23.507099860000004,87.30988103375002,0,1
23.50362309,87.30777312888887,3,1
23.49649375076923,87.31368853846153,5,1
23.555448121290322,87.28554638935482,3,1
23.55242584,87.28700411,0,1
23.551209535,87.28601367,0,1
23.550068172857145,87.2851220252381,0,1
23.548159013928576,87.28359588142858,2,1
23.50357949333333,87.30772736,2,1
23.551183782608696,87.28605070347824,6,1
23.54995602,87.2850667,1,1
23.543115275999998,87.28742812,0,1
23.5035803975,87.30771275666666,1,1
23.49654905923077,87.3135569823077,2,1
23.552414418709677,87.2870220370968,1,1
23.55115424208334,87.28601865208334,2,1
23.550086506666666,87.28517245333332,0,1
23.54819031416667,87.28369679638888,2,1
23.54453686375,87.282847985,0,1
23.539093829999995,87.29448080857142,5,1
23.53571939173912,87.29745493775364,10,1
23.55117964,87.2860025875,2,1
23.55012311,87.28519521333334,0,1
23.54799640548387,87.28351859064516,5,1
23.53890280333333,87.29480937666666,0,1
23.53573836051282,87.29771236576923,4,1
23.52714760666667,87.31137502333333,0,1
23.51938907,87.31129633666666,0,1
23.507329849,87.31001294500004,0,1
23.50359702875,87.307747150625,1,1
23.496507848571433,87.31361897928568,3,1
23.552243845555555,87.28690263555555,0,1
23.55119884782609,87.28606151130434,3,1
23.550077611666666,87.28518235749998,2,1
23.54821573888889,87.28371318555556,0,1
23.53899053000001,87.29461063909088,3,1
23.50359532142857,87.30779624285717,1,1
23.49659469045454,87.31343780704546,2,1
23.56088128166667,87.28386613416666,2,1
23.555434529,87.285528641,0,1
23.552367967777766,87.2869022277778,1,1
23.55106652909091,87.28590345545454,2,1
23.54806416,87.28356221315791,1,1
23.54453028166667,87.28275027166666,0,1
23.542758634000002,87.28710018400001,0,1
23.53915284848485,87.29341371575758,27,1
23.539012857000014,87.29462536366671,0,1
23.519426577777786,87.31130209222222,0,1
23.50725225,87.30994695,0,1
23.503628270000004,87.30775567611109,0,1
23.555474195,87.28549293,0,1
23.553991345714284,87.28634374142857,0,1
23.552422168181817,87.28698101272727,1,1
23.55113968833333,87.28600631166668,3,1
23.55006483694445,87.28511308583332,1,1
23.548236325,87.28370822125002,1,1
23.54447892857143,87.28299249857143,2,1
23.50352237647058,87.30772178941179,1,1
23.496593753000003,87.31350687733334,0,1
23.55406023625,87.28633802750002,0,1
23.552321116666665,87.28695362666667,0,1
23.551187169375,87.28606421062501,2,1
23.549872690000008,87.28506893967743,2,1
23.54821062763158,87.2837521528947,2,1
23.53900906722223,87.29456344333332,0,1
23.503611441219515,87.30775638585365,4,1
23.553981964615392,87.2863672746154,1,1
23.55237973900001,87.28703619000002,2,1
23.551180873846153,87.286046445,5,1
23.54452088333333,87.28290994166666,1,1
23.53571764809524,87.29759383137565,15,1
23.507083895952377,87.30985009595237,0,1
23.50366512951219,87.30776997182926,0,1
23.49650470826087,87.31364809043477,3,1
23.555498181764694,87.28549570235296,0,1
23.552384131875,87.28703029125,1,1
23.55117075103448,87.2860708572414,4,1
23.55001831615385,87.28513326615385,2,1
23.54821149083333,87.28367073083332,0,1
23.5445362225,87.28286336750001,0,1
23.50375496027027,87.30782680891892,4,1
23.555545159999994,87.28547283851853,0,1
23.55006029333333,87.28510239500002,0,1
23.54823909,87.28371745333334,0,1
23.535707848218397,87.29770749591957,13,1
23.51187377,87.31061675000002,0,1
23.55552383076924,87.28548712307693,0,1
23.55403536,87.28635807954547,1,1
23.551078395952377,87.28591909976187,5,1
23.55009271851241,87.28513894975212,3,1
23.548265975,87.28363890166668,1,1
23.53896213894736,87.29466345894737,3,1
23.535710458490573,87.2977260484906,0,1
23.548211720769228,87.28365917230768,0,1
23.538937159,87.29472398600002,0,1
23.507157134285716,87.30991716142857,0,1
23.50360871272727,87.3077602290909,0,1
23.49648923565217,87.31360174782608,1,1
23.552328262,87.286878464,1,1
23.55009969055556,87.28518976444445,2,1
23.548243648823533,87.28372577411768,1,1
23.54451800714286,87.28288048,0,1
23.53565553813417,87.2975586969183,15,1
23.50364462125,87.30781110749999,0,1
23.560871339047623,87.28384497095242,3,1
23.5524062705,87.28705567200001,3,1
23.55116142833333,87.28600983833331,3,1
23.550038536666666,87.28510994583333,1,1
23.548195518000004,87.283687784,2,1
23.544463475,87.28293239999998,1,1
23.538926625,87.2946646807143,2,1
23.51938288454545,87.31131058818183,0,1
23.50358873476189,87.30775991047621,1,1
23.55372088,87.28649662166669,0,1
23.548247199411758,87.28365303529414,0,1
23.535747476784238,87.29762672650415,24,1
23.51940025722221,87.31130305277777,1,1
23.50360573,87.30776943611113,1,1
23.49654436864865,87.31355660216221,1,1
23.551243084,87.286027608,2,1
23.550055356428572,87.28508935357141,0,1
23.548227075,87.2836595775,3,1
23.503531450625,87.30770473833331,8,1
23.551099191875004,87.28600285499998,2,1
23.548217986111112,87.28371984722223,1,1
23.55121862272728,87.2860579490909,1,1
23.54818176272727,87.2836745940909,4,1
23.51944933076923,87.31128073384615,0,1
23.50703823545455,87.30984207090908,1,1
23.50365375444445,87.30776355444445,1,1
23.49658681,87.31355434857143,2,1
23.55550772125,87.28554018125001,0,1
23.55019495770269,87.2853009504054,1,1
23.54823064681818,87.28371909772726,2,1
23.544592893461537,87.2828025076923,0,1
23.503651564883732,87.30791618465116,1,1
23.555511539285718,87.28553618357144,0,1
23.55118721125,87.28606498875001,2,1
23.549979364999995,87.285068501,1,1
23.496436207,87.31373575533331,4,1
23.5554712575,87.28554507749998,0,1
23.550051750000005,87.2851731425,1,1
23.54819850263158,87.28371384736843,1,1
23.503647740999998,87.307836633,1,1
23.550089101999998,87.285255846,0,1
23.548274111999998,87.28379334920002,0,1
23.544496137000003,87.28295998899998,0,1
23.50707195375,87.3098853925,0,1
23.5036382475,87.3078774775,0,1
23.555525455000005,87.28550536307692,0,1
23.55224579666667,87.28692197166669,0,1
23.551133225625,87.28590069312499,4,1
23.54997399,87.28504857666668,0,1
23.54822019941177,87.2836903129412,0,1
23.55120575357143,87.28605964142857,1,1
23.55010343214286,87.28518770357141,0,1
23.548294934117642,87.28369828529414,0,1
23.50367215076923,87.30777611307694,2,1
23.55555259,87.28548412,0,1
23.552354686666664,87.28688188333334,0,1
23.503698588000002,87.307730731,5,1
23.555512602666674,87.28550082133333,0,1
23.551205375555554,87.2860701277778,3,1
23.550037917142852,87.28512623071428,2,1
23.507149054615393,87.30990353076923,0,1
23.503661359400002,87.30776917120001,4,1
23.49661093000001,87.31359738916667,2,1
23.555506193333336,87.28554473666668,0,1
23.55121539857143,87.28606308285715,1,1
23.550078863000003,87.28517301766668,1,1
23.548148377777785,87.28366007944445,1,1
23.527165674285712,87.31139282285713,0,1
23.496559101000003,87.31363066899998,0,1
23.55238208125,87.28693795125,2,1
23.55099952043478,87.28589354891304,4,1
23.54809888238095,87.28357051333332,4,1
23.5444892125,87.28296368416666,1,1
23.52723013333333,87.31135129333335,0,1
23.50364924933333,87.3077946993333,0,1
23.496496448000002,87.31368723,0,1
23.54820489333333,87.28368079333335,6,1
23.50707403625,87.30983851875,0,1
23.50363389772728,87.30779871863638,1,1
23.496623838235287,87.31355383764706,0,1
23.555435128000003,87.28555983,0,1
23.55121971583333,87.28608292291666,2,1
23.550066216000005,87.28519909933334,1,1
23.5482528665,87.28377287599999,4,1
23.544487002857146,87.28297695857144,0,1
23.519395794,87.31134832800001,0,1
23.503699017,87.30787521566667,1,1
23.55118511333333,87.28603256333334,0,1
23.5500686725,87.2851637,0,1
23.5482257475,87.283704295,0,1
23.50363377875,87.30780700375,1,1
23.49659612678571,87.31349294464285,1,1
23.552357838000002,87.286902864,1,1
23.5511594132,87.28599875799999,2,1
23.550100064705877,87.28518663294119,2,1
23.54823903181817,87.28371711060606,1,1
23.5194512525,87.3113329425,0,1
23.503587595,87.30785607333333,3,1
23.49656108625,87.313664785,0,1
23.550068716000013,87.28517946000002,0,1
23.503648690714282,87.30775538571426,1,1
23.552360941999996,87.28696311200001,1,1
23.551120766896553,87.28603797,2,1
23.55004650413793,87.28515557482761,1,1
23.548187581999997,87.283669331,3,1
23.51943141,87.31134962333334,0,1
23.503637626000003,87.30778629266668,1,1
23.553931375199994,87.2863895352,0,1
23.551211161428572,87.2860492642857,2,1
23.55011872,87.28520593,0,1
23.54823667571429,87.2837155457143,0,1
23.50716571352941,87.30994584470587,2,1
23.50364938400001,87.30776902400001,0,1
23.55110724392857,87.28607348392859,0,1
23.549999614285717,87.28513209857144,2,1
23.548168738125,87.2837945625,2,1
23.5193912675,87.311400675,0,1
23.50360292400001,87.30785812942854,4,1
23.49656745,87.31361457,0,1
23.49632582,87.31376273,0,1
23.55237970125,87.28693507375,3,1
23.55124505863636,87.28608865636362,2,1
23.550137805,87.285181185,1,1
23.54830282,87.283730755,1,1
23.54278745409091,87.28707723636364,0,1
23.519376691666665,87.31142312000001,0,1
23.50366231608696,87.30779379695655,1,1
23.49661746090909,87.31357554818182,2,1
23.56098839500001,87.283756546,3,1
23.552410978,87.287011445,0,1
23.55111354,87.2859806385,1,1
23.54824118875,87.28370093687502,0,1
23.50365071142857,87.3077726942857,2,1
23.49650823,87.31359345333333,1,1
